Intern_ID,Name,Age,Gender,Education_Level,Location,Department,Duration,Stipend,Mentor_Assigned,Mentor_Meetings,Tasks_Completed,Attendance_%,Status
INT0245,Intern_245,24,Female,Graduate,Islamabad,Design,3 Months,Unpaid,No,0,39,97.4,Completed
INT0246,Intern_246,26,Male,Graduate,Multan,HR,6 Months,Unpaid,No,0,37,89.1,Dropped
INT0247,Intern_247,28,Female,Graduate,Lahore,Data Science,6 Months,Paid,No,0,35,59.0,Completed
INT0248,Intern_248,25,Male,Graduate,Quetta,Sales,1 Month,Paid,No,0,44,75.0,Enrolled
INT0249,Intern_249,20,Male,PhD,Faisalabad,Engineering,2 Months,Unpaid,No,0,29,99.5,Enrolled
INT0250,Intern_250,22,Male,Graduate,Lahore,Operations,6 Months,Paid,No,0,43,83.2,Dropped
INT0251,Intern_251,20,Female,Graduate,Lahore,Finance,1 Month,Paid,No,0,17,61.1,Completed
INT0252,Intern_252,24,Female,Graduate,Bahawalpur,Sales,2 Months,Paid,No,0,2,74.1,Completed
INT0253,Intern_253,23,Male,PhD,Islamabad,Engineering,6 Months,Unpaid,Yes,10,30,89.2,Dropped
INT0254,Intern_254,24,Female,Undergraduate,Bahawalpur,Sales,6 Months,Unpaid,No,0,5,65.0,Completed
INT0255,Intern_255,27,Male,PhD,Islamabad,Marketing,1 Month,Paid,No,0,12,77.6,Completed
INT0256,Intern_256,25,Male,Graduate,Islamabad,Data Science,6 Months,Paid,No,0,26,51.5,Completed
INT0257,Intern_257,22,Female,Graduate,Karachi,Legal,2 Months,Paid,No,0,18,87.6,Enrolled
INT0258,Intern_258,20,Female,Graduate,Peshawar,Marketing,1 Month,Unpaid,Yes,8,43,93.1,Completed
INT0259,Intern_259,24,Female,PhD,Lahore,Sales,3 Months,Unpaid,No,0,30,80.9,Completed
INT0260,Intern_260,20,Female,Undergraduate,Peshawar,Engineering,1 Month,Unpaid,Yes,5,24,84.7,Completed
INT0261,Intern_261,21,Male,PhD,Faisalabad,Sales,6 Months,Unpaid,No,0,32,81.8,Completed
INT0262,Intern_262,26,Female,Undergraduate,Islamabad,Finance,2 Months,Unpaid,No,0,40,52.7,Enrolled
INT0263,Intern_263,25,Male,Undergraduate,Faisalabad,Data Science,1 Month,Unpaid,No,0,44,74.6,Completed
INT0264,Intern_264,23,Male,PhD,Karachi,Operations,6 Months,Paid,Yes,1,18,61.2,Completed
INT0265,Intern_265,23,Female,PhD,Lahore,Engineering,2 Months,Paid,No,0,50,77.2,Enrolled
INT0266,Intern_266,23,Male,Graduate,Lahore,Data Science,1 Month,Paid,No,0,3,72.5,Dropped
INT0267,Intern_267,28,Male,Undergraduate,Peshawar,Data Science,1 Month,Unpaid,No,0,41,71.4,Dropped
INT0268,Intern_268,28,Male,Undergraduate,Multan,Legal,2 Months,Unpaid,Yes,17,11,66.2,Dropped
INT0269,Intern_269,23,Male,Undergraduate,Faisalabad,Engineering,3 Months,Paid,No,0,42,56.3,Completed
INT0270,Intern_270,21,Female,Undergraduate,Faisalabad,Finance,2 Months,Unpaid,Yes,18,41,63.4,Completed
INT0271,Intern_271,27,Male,PhD,Lahore,Design,6 Months,Unpaid,No,0,48,63.9,Dropped
INT0272,Intern_272,26,Female,PhD,Karachi,Data Science,6 Months,Paid,No,0,41,83.2,Dropped
INT0273,Intern_273,23,Male,Graduate,Peshawar,Data Science,1 Month,Unpaid,No,0,21,91.4,Dropped
INT0274,Intern_274,20,Female,PhD,Karachi,Data Science,2 Months,Paid,No,0,41,89.2,Enrolled
INT0275,Intern_275,25,Male,Graduate,Bahawalpur,Operations,1 Month,Paid,Yes,6,45,95.5,Completed
INT0276,Intern_276,20,Male,PhD,Multan,Engineering,2 Months,Unpaid,No,0,24,83.2,Completed
INT0277,Intern_277,20,Female,PhD,Peshawar,Finance,1 Month,Unpaid,No,0,46,54.8,Dropped
INT0278,Intern_278,19,Male,PhD,Peshawar,HR,6 Months,Unpaid,Yes,0,45,67.2,Completed
INT0279,Intern_279,20,Female,Undergraduate,Peshawar,Marketing,6 Months,Unpaid,Yes,3,7,65.7,Dropped
INT0280,Intern_280,27,Male,PhD,Islamabad,Engineering,2 Months,Paid,No,0,37,50.4,Dropped
INT0281,Intern_281,28,Male,PhD,Islamabad,Finance,6 Months,Unpaid,No,0,44,72.1,Enrolled
INT0282,Intern_282,25,Male,Undergraduate,Faisalabad,HR,1 Month,Unpaid,Yes,10,9,62.4,Completed
INT0283,Intern_283,27,Male,PhD,Quetta,Marketing,2 Months,Paid,No,0,39,75.5,Completed
INT0284,Intern_284,22,Male,Graduate,Faisalabad,Design,3 Months,Paid,Yes,15,41,79.7,Completed
INT0285,Intern_285,24,Female,Undergraduate,Faisalabad,Sales,1 Month,Unpaid,No,0,35,84.1,Dropped
INT0286,Intern_286,19,Male,Undergraduate,Quetta,Operations,1 Month,Paid,Yes,1,26,75.3,Completed
INT0287,Intern_287,20,Female,Undergraduate,Islamabad,Sales,6 Months,Unpaid,No,0,20,54.0,Completed
INT0288,Intern_288,25,Female,PhD,Lahore,HR,2 Months,Unpaid,No,0,47,97.7,Completed
INT0289,Intern_289,28,Male,Graduate,Lahore,HR,1 Month,Unpaid,Yes,19,4,65.5,Completed
INT0290,Intern_290,26,Male,PhD,Karachi,Finance,1 Month,Paid,Yes,11,34,75.9,Completed
INT0291,Intern_291,19,Male,PhD,Quetta,Engineering,2 Months,Paid,No,0,22,90.4,Completed
INT0292,Intern_292,19,Male,Graduate,Bahawalpur,Engineering,1 Month,Unpaid,No,0,32,93.0,Completed
INT0293,Intern_293,27,Female,Undergraduate,Lahore,Finance,3 Months,Paid,Yes,0,3,92.9,Completed
INT0294,Intern_294,21,Female,Graduate,Faisalabad,IT,2 Months,Paid,Yes,1,36,90.2,Completed
INT0295,Intern_295,20,Male,Graduate,Multan,Design,2 Months,Unpaid,No,0,37,68.6,Completed
INT0296,Intern_296,20,Male,PhD,Karachi,Sales,1 Month,Unpaid,Yes,14,19,88.7,Completed
INT0297,Intern_297,23,Female,Undergraduate,Multan,Engineering,3 Months,Paid,Yes,18,20,87.0,Completed
INT0298,Intern_298,19,Female,Undergraduate,Peshawar,HR,6 Months,Paid,No,0,27,51.2,Completed
INT0299,Intern_299,20,Female,Undergraduate,Faisalabad,Sales,3 Months,Unpaid,Yes,6,34,99.2,Completed
INT0300,Intern_300,19,Male,PhD,Quetta,Design,6 Months,Paid,Yes,7,34,70.7,Completed
INT0301,Intern_301,20,Male,PhD,Islamabad,Data Science,6 Months,Unpaid,Yes,18,37,53.1,Completed
INT0302,Intern_302,24,Female,Graduate,Faisalabad,Finance,2 Months,Unpaid,No,0,29,63.6,Dropped
INT0303,Intern_303,26,Male,Undergraduate,Lahore,Marketing,2 Months,Paid,Yes,14,21,70.3,Completed
INT0304,Intern_304,20,Female,Graduate,Bahawalpur,Sales,3 Months,Unpaid,Yes,2,11,90.4,Completed
INT0305,Intern_305,24,Female,Undergraduate,Lahore,Engineering,1 Month,Paid,Yes,12,33,52.4,Dropped
INT0306,Intern_306,20,Male,Graduate,Bahawalpur,Engineering,3 Months,Paid,Yes,14,7,90.2,Enrolled
INT0307,Intern_307,25,Male,Undergraduate,Islamabad,Finance,1 Month,Paid,Yes,11,44,81.5,Completed
INT0308,Intern_308,21,Male,Undergraduate,Peshawar,Marketing,3 Months,Unpaid,Yes,2,22,56.1,Completed
INT0309,Intern_309,19,Female,PhD,Faisalabad,Operations,1 Month,Unpaid,Yes,12,44,71.3,Dropped
INT0310,Intern_310,19,Female,Graduate,Bahawalpur,Data Science,2 Months,Paid,Yes,19,40,80.8,Completed
INT0311,Intern_311,25,Female,Undergraduate,Lahore,Engineering,6 Months,Unpaid,No,0,9,71.0,Completed
INT0312,Intern_312,27,Female,PhD,Multan,Sales,2 Months,Unpaid,Yes,15,23,95.6,Completed
INT0313,Intern_313,28,Female,Undergraduate,Karachi,Sales,3 Months,Unpaid,No,0,15,51.5,Completed
INT0314,Intern_314,20,Female,PhD,Peshawar,Engineering,1 Month,Paid,No,0,16,82.8,Enrolled
INT0315,Intern_315,22,Female,Graduate,Islamabad,Engineering,1 Month,Paid,Yes,18,21,90.3,Dropped
INT0316,Intern_316,27,Male,PhD,Peshawar,Data Science,1 Month,Unpaid,No,0,20,58.8,Dropped
INT0317,Intern_317,27,Male,PhD,Peshawar,IT,1 Month,Paid,Yes,15,1,66.6,Completed
INT0318,Intern_318,19,Female,PhD,Islamabad,Legal,2 Months,Unpaid,Yes,0,10,79.3,Completed
INT0319,Intern_319,24,Male,Graduate,Faisalabad,Finance,1 Month,Paid,No,0,20,66.1,Completed
INT0320,Intern_320,28,Female,Undergraduate,Multan,Finance,6 Months,Paid,No,0,12,68.9,Completed
INT0321,Intern_321,21,Male,PhD,Faisalabad,Engineering,2 Months,Paid,Yes,19,21,96.1,Completed
INT0322,Intern_322,22,Female,Undergraduate,Multan,Legal,2 Months,Paid,Yes,11,21,58.4,Dropped
INT0323,Intern_323,20,Male,Graduate,Peshawar,Marketing,3 Months,Paid,No,0,23,62.8,Dropped
INT0324,Intern_324,25,Female,Graduate,Faisalabad,Marketing,1 Month,Paid,Yes,15,25,67.6,Completed
INT0325,Intern_325,19,Male,Undergraduate,Bahawalpur,Design,1 Month,Paid,No,0,19,51.0,Enrolled
INT0326,Intern_326,20,Female,Undergraduate,Faisalabad,Engineering,1 Month,Paid,Yes,17,6,66.9,Dropped
INT0327,Intern_327,21,Female,PhD,Islamabad,Legal,6 Months,Unpaid,Yes,1,7,66.6,Completed
INT0328,Intern_328,19,Female,Graduate,Peshawar,HR,6 Months,Paid,No,0,26,78.6,Completed
INT0329,Intern_329,23,Female,Undergraduate,Faisalabad,Operations,2 Months,Paid,Yes,20,39,74.0,Completed
INT0330,Intern_330,26,Male,PhD,Quetta,Marketing,1 Month,Paid,Yes,3,20,89.2,Completed
INT0331,Intern_331,24,Male,PhD,Faisalabad,Operations,6 Months,Paid,No,0,25,68.5,Completed
INT0332,Intern_332,23,Female,Graduate,Quetta,Operations,1 Month,Paid,No,0,37,53.1,Dropped
INT0333,Intern_333,25,Female,PhD,Peshawar,Marketing,1 Month,Paid,No,0,34,70.9,Completed
INT0334,Intern_334,19,Female,Graduate,Lahore,Sales,6 Months,Unpaid,Yes,16,37,95.0,Completed
INT0335,Intern_335,22,Female,Undergraduate,Islamabad,Legal,2 Months,Paid,Yes,4,3,71.2,Completed
INT0336,Intern_336,25,Female,Graduate,Lahore,Design,2 Months,Paid,Yes,17,26,77.6,Completed
INT0337,Intern_337,21,Female,Undergraduate,Faisalabad,Engineering,6 Months,Paid,Yes,18,38,79.1,Dropped
INT0338,Intern_338,23,Female,PhD,Multan,Marketing,1 Month,Unpaid,Yes,12,42,74.3,Dropped
INT0339,Intern_339,28,Male,Graduate,Faisalabad,Legal,6 Months,Paid,Yes,19,44,84.7,Completed
INT0340,Intern_340,24,Male,Undergraduate,Bahawalpur,IT,6 Months,Unpaid,No,0,2,66.9,Completed
INT0341,Intern_341,21,Female,PhD,Lahore,Engineering,3 Months,Paid,No,0,20,98.7,Completed
INT0342,Intern_342,26,Female,PhD,Lahore,Operations,3 Months,Paid,No,0,14,95.7,Completed
INT0343,Intern_343,23,Male,PhD,Islamabad,Design,6 Months,Paid,No,0,46,75.3,Completed
INT0344,Intern_344,19,Male,Undergraduate,Karachi,Finance,1 Month,Paid,Yes,14,4,95.9,Completed
INT0345,Intern_345,19,Female,PhD,Faisalabad,HR,3 Months,Paid,No,0,16,68.6,Completed
INT0346,Intern_346,21,Female,PhD,Multan,Legal,6 Months,Unpaid,Yes,8,48,91.5,Completed
INT0347,Intern_347,22,Female,Undergraduate,Islamabad,Marketing,3 Months,Paid,Yes,20,15,83.9,Completed
INT0348,Intern_348,28,Male,Graduate,Islamabad,Engineering,6 Months,Paid,Yes,0,15,62.6,Completed
INT0349,Intern_349,22,Female,Graduate,Bahawalpur,Engineering,3 Months,Unpaid,No,0,30,65.1,Completed
INT0350,Intern_350,23,Male,PhD,Multan,Sales,6 Months,Unpaid,Yes,3,31,53.2,Completed
INT0351,Intern_351,21,Female,PhD,Quetta,Engineering,3 Months,Paid,No,0,34,88.3,Completed
INT0352,Intern_352,23,Male,PhD,Karachi,IT,6 Months,Unpaid,No,0,17,95.3,Dropped
INT0353,Intern_353,24,Male,Graduate,Peshawar,Design,6 Months,Unpaid,Yes,16,20,92.3,Completed
INT0354,Intern_354,27,Male,Graduate,Islamabad,Sales,2 Months,Unpaid,No,0,49,95.6,Completed
INT0355,Intern_355,24,Female,Undergraduate,Quetta,Data Science,1 Month,Unpaid,Yes,11,17,79.3,Completed
INT0356,Intern_356,22,Male,PhD,Lahore,Operations,1 Month,Unpaid,No,0,33,56.0,Dropped
INT0357,Intern_357,24,Male,Undergraduate,Islamabad,Design,3 Months,Paid,No,0,27,99.4,Completed
INT0358,Intern_358,21,Male,Undergraduate,Bahawalpur,Operations,2 Months,Unpaid,No,0,21,81.7,Dropped
INT0359,Intern_359,20,Male,Undergraduate,Islamabad,IT,6 Months,Unpaid,No,0,9,80.7,Enrolled
INT0360,Intern_360,27,Female,Graduate,Karachi,Design,6 Months,Paid,No,0,13,86.5,Completed
INT0361,Intern_361,22,Male,PhD,Karachi,IT,3 Months,Paid,Yes,11,20,56.4,Completed
INT0362,Intern_362,26,Male,Undergraduate,Quetta,Design,3 Months,Unpaid,Yes,16,39,76.2,Completed
INT0363,Intern_363,25,Female,Graduate,Peshawar,Design,2 Months,Paid,No,0,2,61.4,Completed
INT0364,Intern_364,25,Male,Undergraduate,Multan,Finance,2 Months,Paid,Yes,20,17,88.6,Completed
INT0365,Intern_365,20,Male,PhD,Karachi,Legal,1 Month,Paid,Yes,13,29,69.0,Enrolled
INT0366,Intern_366,25,Male,Undergraduate,Karachi,Sales,3 Months,Unpaid,No,0,43,55.0,Completed
INT0367,Intern_367,20,Female,Undergraduate,Lahore,Sales,3 Months,Unpaid,Yes,3,32,59.9,Enrolled
INT0368,Intern_368,21,Female,PhD,Faisalabad,HR,3 Months,Unpaid,Yes,1,36,74.8,Dropped
INT0369,Intern_369,20,Male,Undergraduate,Karachi,HR,6 Months,Paid,No,0,37,83.5,Completed
INT0370,Intern_370,23,Male,Graduate,Peshawar,Finance,1 Month,Unpaid,Yes,8,30,52.5,Completed
INT0371,Intern_371,20,Female,PhD,Multan,Finance,1 Month,Unpaid,No,0,7,92.6,Completed
INT0372,Intern_372,28,Male,Graduate,Multan,IT,1 Month,Unpaid,Yes,8,47,54.6,Completed
INT0373,Intern_373,25,Female,Graduate,Bahawalpur,Data Science,2 Months,Unpaid,Yes,15,27,82.4,Completed
INT0374,Intern_374,28,Male,Undergraduate,Lahore,Finance,1 Month,Unpaid,Yes,15,37,83.9,Completed
INT0375,Intern_375,26,Male,PhD,Islamabad,Finance,6 Months,Unpaid,No,0,8,94.4,Completed
INT0376,Intern_376,27,Female,PhD,Multan,Operations,1 Month,Paid,Yes,18,47,78.3,Completed
INT0377,Intern_377,21,Male,Graduate,Multan,Data Science,1 Month,Unpaid,No,0,36,94.6,Dropped
INT0378,Intern_378,21,Male,PhD,Bahawalpur,Legal,1 Month,Unpaid,Yes,2,49,74.6,Completed
INT0379,Intern_379,25,Male,PhD,Peshawar,HR,3 Months,Unpaid,No,0,16,53.9,Dropped
INT0380,Intern_380,26,Female,Graduate,Multan,Operations,6 Months,Paid,Yes,20,2,55.1,Completed
INT0381,Intern_381,26,Male,PhD,Quetta,Design,1 Month,Paid,Yes,10,24,91.3,Completed
INT0382,Intern_382,20,Female,PhD,Multan,HR,6 Months,Unpaid,No,0,7,88.0,Dropped
INT0383,Intern_383,20,Female,PhD,Quetta,HR,1 Month,Unpaid,No,0,3,94.8,Dropped
INT0384,Intern_384,20,Male,Graduate,Peshawar,Operations,2 Months,Paid,No,0,26,60.8,Enrolled
INT0385,Intern_385,26,Female,Undergraduate,Lahore,HR,3 Months,Unpaid,Yes,18,33,56.7,Dropped
INT0386,Intern_386,28,Female,PhD,Bahawalpur,Operations,1 Month,Paid,Yes,5,47,90.8,Dropped
INT0387,Intern_387,25,Female,Graduate,Peshawar,Marketing,6 Months,Unpaid,No,0,22,98.5,Completed
INT0388,Intern_388,27,Female,PhD,Quetta,Operations,2 Months,Unpaid,Yes,20,14,60.0,Completed
INT0389,Intern_389,20,Male,PhD,Islamabad,Legal,3 Months,Unpaid,No,0,49,67.6,Dropped
INT0390,Intern_390,25,Female,Undergraduate,Lahore,Operations,6 Months,Paid,No,0,10,52.7,Dropped
INT0391,Intern_391,19,Male,Graduate,Quetta,IT,2 Months,Paid,No,0,45,89.2,Enrolled
INT0392,Intern_392,22,Female,Undergraduate,Peshawar,HR,1 Month,Unpaid,No,0,33,89.2,Completed
INT0393,Intern_393,19,Female,Graduate,Multan,Engineering,1 Month,Paid,No,0,48,62.6,Completed
INT0394,Intern_394,23,Female,PhD,Peshawar,Legal,6 Months,Paid,Yes,14,12,99.2,Completed
INT0395,Intern_395,23,Male,Graduate,Karachi,Marketing,2 Months,Unpaid,Yes,17,17,56.5,Completed
INT0396,Intern_396,21,Female,Graduate,Islamabad,Legal,3 Months,Paid,Yes,10,39,52.5,Dropped
INT0397,Intern_397,21,Female,Undergraduate,Multan,Legal,3 Months,Paid,No,0,34,53.4,Dropped
INT0398,Intern_398,22,Female,Undergraduate,Multan,Sales,2 Months,Paid,No,0,43,66.6,Completed
INT0399,Intern_399,24,Female,PhD,Karachi,Data Science,3 Months,Paid,Yes,14,16,95.2,Completed
INT0400,Intern_400,23,Female,Graduate,Lahore,Legal,2 Months,Unpaid,Yes,17,47,64.1,Dropped
INT0401,Intern_401,24,Female,Undergraduate,Quetta,Sales,3 Months,Paid,No,0,33,54.1,Completed
INT0402,Intern_402,20,Male,Undergraduate,Peshawar,Marketing,2 Months,Unpaid,Yes,6,35,91.4,Dropped
INT0403,Intern_403,20,Male,Graduate,Multan,Design,1 Month,Paid,Yes,2,4,58.9,Completed
INT0404,Intern_404,25,Female,Graduate,Faisalabad,Engineering,1 Month,Unpaid,Yes,13,21,50.8,Dropped
INT0405,Intern_405,27,Male,PhD,Lahore,Marketing,1 Month,Unpaid,Yes,3,19,89.3,Completed
INT0406,Intern_406,26,Female,Graduate,Faisalabad,Engineering,1 Month,Paid,No,0,11,76.7,Enrolled
INT0407,Intern_407,27,Male,Graduate,Multan,Finance,6 Months,Paid,No,0,36,57.1,Completed
INT0408,Intern_408,22,Male,Graduate,Peshawar,IT,1 Month,Unpaid,No,0,27,95.3,Completed
INT0409,Intern_409,20,Male,Undergraduate,Quetta,Sales,2 Months,Paid,Yes,5,43,90.0,Dropped
INT0410,Intern_410,20,Female,PhD,Lahore,IT,6 Months,Unpaid,Yes,6,47,79.0,Completed
INT0411,Intern_411,22,Male,Undergraduate,Quetta,Data Science,3 Months,Paid,Yes,10,32,72.5,Completed
INT0412,Intern_412,19,Female,Graduate,Faisalabad,Legal,3 Months,Paid,Yes,10,16,89.3,Dropped
INT0413,Intern_413,26,Male,PhD,Multan,Design,3 Months,Unpaid,No,0,29,67.9,Enrolled
INT0414,Intern_414,21,Male,PhD,Lahore,Engineering,6 Months,Unpaid,Yes,17,13,63.2,Completed
INT0415,Intern_415,19,Male,PhD,Faisalabad,Marketing,1 Month,Paid,Yes,17,17,77.2,Dropped
INT0416,Intern_416,21,Female,Graduate,Peshawar,Sales,6 Months,Unpaid,Yes,14,33,75.5,Completed
INT0417,Intern_417,26,Male,PhD,Islamabad,Design,3 Months,Paid,Yes,5,12,78.3,Completed
INT0418,Intern_418,22,Female,Undergraduate,Peshawar,Legal,2 Months,Unpaid,No,0,5,63.2,Completed
INT0419,Intern_419,19,Female,Graduate,Bahawalpur,HR,1 Month,Unpaid,Yes,1,42,66.2,Dropped
INT0420,Intern_420,28,Male,Graduate,Faisalabad,Sales,3 Months,Unpaid,No,0,42,94.9,Completed
INT0421,Intern_421,24,Male,PhD,Faisalabad,Marketing,3 Months,Unpaid,No,0,32,89.6,Dropped
INT0422,Intern_422,27,Female,Undergraduate,Peshawar,Legal,1 Month,Paid,Yes,20,18,60.6,Dropped
INT0423,Intern_423,24,Male,PhD,Peshawar,Finance,2 Months,Unpaid,No,0,47,55.7,Completed
INT0424,Intern_424,22,Male,PhD,Faisalabad,Operations,6 Months,Paid,Yes,1,9,78.7,Completed
INT0425,Intern_425,21,Male,Undergraduate,Islamabad,Finance,2 Months,Unpaid,Yes,16,26,80.0,Completed
INT0426,Intern_426,26,Male,Undergraduate,Bahawalpur,Legal,1 Month,Unpaid,No,0,11,61.0,Dropped
INT0427,Intern_427,28,Female,Undergraduate,Multan,Design,2 Months,Unpaid,Yes,18,5,61.5,Completed
INT0428,Intern_428,28,Male,Undergraduate,Faisalabad,Design,2 Months,Paid,Yes,3,12,73.8,Dropped
INT0429,Intern_429,25,Male,Graduate,Islamabad,Legal,1 Month,Paid,Yes,16,27,68.5,Completed
INT0430,Intern_430,25,Female,Graduate,Multan,IT,6 Months,Paid,Yes,4,17,73.9,Completed
INT0431,Intern_431,19,Female,Graduate,Peshawar,HR,1 Month,Paid,No,0,37,76.1,Completed
INT0432,Intern_432,24,Male,PhD,Multan,Sales,1 Month,Unpaid,No,0,7,57.7,Dropped
INT0433,Intern_433,25,Female,PhD,Multan,Legal,3 Months,Unpaid,No,0,49,60.2,Dropped
INT0434,Intern_434,23,Female,PhD,Bahawalpur,Sales,6 Months,Unpaid,Yes,18,23,88.7,Completed
INT0435,Intern_435,22,Male,Graduate,Islamabad,Design,2 Months,Paid,Yes,16,26,89.3,Completed
INT0436,Intern_436,21,Female,PhD,Karachi,Sales,1 Month,Paid,Yes,15,39,71.8,Dropped
INT0437,Intern_437,25,Female,Undergraduate,Karachi,Marketing,3 Months,Unpaid,Yes,19,42,76.1,Completed
INT0438,Intern_438,27,Female,Graduate,Karachi,Legal,1 Month,Paid,Yes,9,13,51.7,Dropped
INT0439,Intern_439,21,Male,Graduate,Peshawar,Legal,2 Months,Paid,Yes,2,18,89.0,Completed
INT0440,Intern_440,20,Male,PhD,Karachi,Data Science,6 Months,Paid,No,0,36,64.2,Completed
INT0441,Intern_441,25,Female,Undergraduate,Peshawar,Sales,3 Months,Unpaid,No,0,37,50.2,Completed
INT0442,Intern_442,20,Male,PhD,Quetta,Finance,6 Months,Unpaid,Yes,16,17,93.8,Enrolled
INT0443,Intern_443,24,Female,PhD,Bahawalpur,Legal,3 Months,Paid,No,0,50,72.9,Completed
INT0444,Intern_444,22,Male,Graduate,Lahore,Operations,1 Month,Unpaid,No,0,44,85.1,Completed
INT0445,Intern_445,23,Male,PhD,Quetta,Data Science,6 Months,Paid,No,0,6,69.9,Dropped
INT0446,Intern_446,28,Female,Graduate,Multan,Data Science,1 Month,Paid,Yes,8,12,97.4,Enrolled
INT0447,Intern_447,22,Male,PhD,Peshawar,HR,6 Months,Unpaid,Yes,7,13,91.7,Enrolled
INT0448,Intern_448,28,Male,Undergraduate,Lahore,Legal,3 Months,Unpaid,Yes,0,49,92.9,Completed
INT0449,Intern_449,21,Female,Graduate,Quetta,IT,6 Months,Unpaid,No,0,49,95.8,Completed
INT0450,Intern_450,27,Male,Undergraduate,Faisalabad,Engineering,6 Months,Unpaid,Yes,1,33,67.4,Completed
INT0451,Intern_451,22,Female,Graduate,Karachi,Finance,6 Months,Paid,Yes,12,38,55.0,Completed
INT0452,Intern_452,28,Female,Undergraduate,Quetta,Data Science,3 Months,Unpaid,Yes,10,24,59.2,Completed
INT0453,Intern_453,26,Female,Graduate,Faisalabad,Design,2 Months,Unpaid,No,0,12,78.6,Completed
INT0454,Intern_454,22,Female,Undergraduate,Faisalabad,Legal,2 Months,Unpaid,Yes,4,48,57.5,Enrolled
INT0455,Intern_455,23,Female,Undergraduate,Multan,IT,2 Months,Unpaid,No,0,17,78.1,Completed
INT0456,Intern_456,22,Male,PhD,Islamabad,Legal,1 Month,Paid,No,0,17,73.8,Dropped
INT0457,Intern_457,24,Female,Graduate,Multan,Marketing,6 Months,Unpaid,No,0,2,70.6,Completed
INT0458,Intern_458,26,Female,Graduate,Multan,Data Science,2 Months,Unpaid,Yes,2,25,80.7,Completed
INT0459,Intern_459,20,Female,Graduate,Faisalabad,Operations,2 Months,Paid,Yes,5,22,61.4,Completed
INT0460,Intern_460,28,Female,Graduate,Bahawalpur,Data Science,3 Months,Unpaid,No,0,34,98.3,Completed
INT0461,Intern_461,20,Male,Undergraduate,Peshawar,Design,2 Months,Unpaid,Yes,6,11,69.9,Completed
INT0462,Intern_462,20,Male,Undergraduate,Faisalabad,Marketing,1 Month,Paid,No,0,17,80.9,Dropped
INT0463,Intern_463,21,Male,Undergraduate,Quetta,Marketing,6 Months,Unpaid,No,0,9,76.3,Dropped
INT0464,Intern_464,27,Female,Graduate,Bahawalpur,Finance,1 Month,Unpaid,Yes,8,36,72.2,Completed
INT0465,Intern_465,26,Female,PhD,Quetta,Sales,2 Months,Unpaid,No,0,35,61.4,Enrolled
INT0466,Intern_466,23,Female,Graduate,Quetta,Marketing,6 Months,Paid,No,0,1,50.0,Completed
INT0467,Intern_467,26,Female,PhD,Karachi,Finance,3 Months,Unpaid,No,0,20,50.5,Completed
INT0468,Intern_468,25,Male,PhD,Multan,Design,3 Months,Paid,Yes,17,28,69.7,Dropped
INT0469,Intern_469,22,Male,Graduate,Lahore,Finance,6 Months,Unpaid,No,0,34,88.2,Completed
INT0470,Intern_470,21,Female,Graduate,Peshawar,Legal,3 Months,Paid,No,0,9,64.5,Enrolled
INT0471,Intern_471,21,Female,Undergraduate,Multan,Operations,6 Months,Paid,No,0,4,98.5,Completed
INT0472,Intern_472,19,Female,Graduate,Islamabad,IT,2 Months,Unpaid,Yes,7,6,57.5,Enrolled
INT0473,Intern_473,26,Female,Graduate,Bahawalpur,Operations,2 Months,Unpaid,No,0,45,89.6,Completed
INT0474,Intern_474,27,Male,Graduate,Faisalabad,Data Science,1 Month,Paid,Yes,15,12,59.6,Enrolled
INT0475,Intern_475,26,Male,PhD,Peshawar,Engineering,6 Months,Unpaid,Yes,7,48,99.7,Completed
INT0476,Intern_476,24,Male,Graduate,Faisalabad,HR,6 Months,Unpaid,Yes,5,41,86.4,Enrolled
INT0477,Intern_477,24,Female,PhD,Quetta,Sales,1 Month,Paid,No,0,4,93.2,Completed
INT0478,Intern_478,23,Female,Graduate,Karachi,HR,1 Month,Paid,Yes,18,8,69.8,Completed
INT0479,Intern_479,20,Female,PhD,Islamabad,HR,1 Month,Unpaid,Yes,7,11,75.0,Enrolled
INT0480,Intern_480,21,Male,Graduate,Islamabad,Legal,3 Months,Paid,Yes,15,15,65.8,Completed
INT0481,Intern_481,21,Male,Undergraduate,Faisalabad,Sales,3 Months,Unpaid,No,0,17,94.9,Completed
INT0482,Intern_482,24,Female,Undergraduate,Islamabad,Operations,6 Months,Unpaid,No,0,47,73.4,Dropped
INT0483,Intern_483,27,Male,Graduate,Quetta,Legal,2 Months,Unpaid,Yes,11,30,50.0,Completed
INT0484,Intern_484,24,Male,PhD,Multan,Sales,6 Months,Paid,Yes,2,43,98.4,Completed
INT0485,Intern_485,25,Male,PhD,Quetta,Design,2 Months,Unpaid,No,0,42,66.1,Dropped
INT0486,Intern_486,20,Male,Undergraduate,Karachi,Marketing,1 Month,Paid,Yes,15,13,54.9,Enrolled
INT0487,Intern_487,28,Female,Undergraduate,Multan,Legal,6 Months,Paid,No,0,46,53.5,Completed
INT0488,Intern_488,27,Female,PhD,Karachi,HR,6 Months,Unpaid,Yes,13,24,89.7,Completed
INT0489,Intern_489,27,Male,Graduate,Lahore,IT,3 Months,Paid,Yes,3,7,86.3,Dropped
INT0490,Intern_490,27,Male,PhD,Peshawar,Sales,6 Months,Paid,Yes,17,27,87.3,Dropped
